,trainerID,name,pokelevel
138,61,Pelipper,35
139,61,Camerupt,35
140,61,Roselia,35
141,62,Mawile,43
142,62,Sableye,43
143,63,Swellow,29
144,63,Trapinch,29
145,63,Wailmer,29
146,63,Magneton,29
147,63,Shiftry,29
148,64,Cacturne,44
149,65,Lairon,45
150,65,Manectric,45
151,66,Linoone,27
152,67,Roselia,44
153,68,Milotic,31
154,69,Zangoose,27
155,70,Sandslash,43
156,70,Ninetales,43
157,71,Mawile,46
158,71,Starmie,46
159,72,Linoone,27
160,73,Delcatty,27
161,74,Nosepass,42
162,74,Medicham,42
163,74,Ludicolo,42
164,75,Kecleon,42
165,75,Rhyhorn,42
166,75,Tentacruel,42
167,76,Linoone,27
168,77,Delcatty,27
169,78,Shiftry,34
170,78,Graveler,34
171,78,Loudred,34
172,79,Dodrio,42
173,79,Lairon,42
174,79,Kadabra,42
175,80,Claydol,44
176,81,Sableye,44
177,81,Medicham,44
178,81,Sharpedo,44
179,82,Swellow,42
180,82,Kadabra,42
181,82,Manectric,42
182,82,Shiftry,42
183,83,Graveler,34
184,83,Magcargo,34
185,83,Ludicolo,34
186,84,Mawile,31
187,84,Roselia,31
188,84,Pelipper,31
189,85,Electrike,18
190,85,Wailmer,18
191,85,Makuhita,18
192,86,Electrike,26
193,86,Wailmer,26
194,86,Makuhita,26
195,87,Manectric,29
196,87,Wailmer,29
197,87,Makuhita,29
198,88,Manectric,32
199,88,Wailmer,32
200,88,Makuhita,32
201,89,Manectric,35
202,89,Wailmer,35
203,89,Hariyama,35
204,90,Kecleon,24
205,91,Magneton,43
206,91,Muk,43
207,92,Gloom,34
208,92,Azumarill,34
209,93,Wigglytuff,26
210,94,Manectric,32
211,94,Linoone,32
212,95,Vigoroth,26
213,96,Swellow,28
214,96,Trapinch,28
215,96,Wailmer,28
216,96,Magneton,28
217,96,Shiftry,28
218,97,Wingull,17
219,97,Numel,17
220,97,Roselia,17
221,98,Wingull,26
222,98,Numel,26
223,98,Roselia,26
224,99,Pelipper,29
225,99,Numel,29
226,99,Roselia,29
227,100,Pelipper,32
228,100,Numel,32
229,100,Roselia,32
230,101,Pelipper,34
231,101,Camerupt,34
232,101,Roselia,34
233,102,Manectric,24
234,102,Swellow,24
235,102,Manectric,24
236,103,Skarmory,43
237,103,Sableye,43
238,104,Loudred,29
239,104,Vigoroth,29
240,105,Loudred,35
241,105,Vigoroth,35
242,106,Spinda,37
243,106,Loudred,37
244,106,Vigoroth,37
245,107,Spinda,39
246,107,Loudred,39
247,107,Vigoroth,39
248,108,Spinda,41
249,108,Exploud,41
250,108,Slaking,41
251,109,Pelipper,33
252,109,Camerupt,33
253,110,Claydol,43
254,110,Lanturn,43
255,111,Cacturne,43
256,111,Pelipper,43
257,112,Medicham,43
258,112,Claydol,43
259,113,Slakoth,26
260,114,Kecleon,23
261,115,Sableye,43
262,115,Absol,43
263,116,Roselia,45
264,117,Absol,27
265,118,Sableye,30
266,119,Zangoose,26
267,120,Kecleon,33
268,120,Loudred,33
269,121,Sandslash,42
270,121,Ninetales,42
271,121,Tropius,42
272,122,Gardevoir,43
273,122,Slaking,43
274,123,Lairon,45
275,123,Manectric,45
276,124,Manectric,30
277,125,Mawile,46
278,125,Starmie,46
279,126,Manectric,29
280,126,Shiftry,29
281,127,Manectric,34
282,128,Delcatty,26
283,129,Torkoal,42
284,129,Medicham,42
285,129,Ludicolo,42
286,130,Lunatone,43
287,130,Solrock,43
288,131,Kecleon,42
289,131,Graveler,42
290,131,Wailord,42
291,132,Spinda,26
292,133,Slaking,43
293,133,Dusclops,43
294,134,Swellow,26
295,135,Shiftry,34
296,135,Nosepass,34
297,136,Swellow,42
298,136,Mawile,42
299,136,Kadabra,42
300,137,Claydol,45
301,138,Sableye,44
302,138,Medicham,44
303,138,Sharpedo,44
304,139,Dodrio,42
305,139,Kadabra,42
306,139,Electrode,42
307,139,Shiftry,42
308,140,Graveler,33
309,140,Ludicolo,33
310,141,Mawile,29
311,141,Roselia,29
312,141,Pelipper,29
313,142,Electrike,17
314,142,Wailmer,17
315,142,Makuhita,17
316,143,Electrike,26
317,143,Wailmer,26
318,143,Makuhita,26
319,144,Manectric,29
320,144,Wailmer,29
321,144,Makuhita,29
322,145,Manectric,32
323,145,Wailmer,32
324,145,Makuhita,32
325,146,Manectric,35
326,146,Wailmer,35
327,146,Hariyama,35
328,147,Smeargle,60
329,148,Smeargle,30
330,149,Wailord,57
331,149,Vileplume,57
332,150,Armaldo,47
333,150,Cradily,47
334,151,Armaldo,56
335,151,Cradily,56
336,152,Carvanha,21
337,152,Numel,21
338,153,Sandslash,46
339,153,Ninetales,46
340,154,Smeargle,60
341,155,Smeargle,30
342,156,Wailord,57
343,156,Vileplume,57
344,157,Armaldo,47
345,157,Cradily,47
346,158,Armaldo,56
347,158,Cradily,56
348,159,Carvanha,21
349,159,Numel,21
350,160,Sandslash,46
351,160,Ninetales,46
352,161,Weepinbell,24
353,161,Gloom,24
354,161,Ivysaur,24
355,162,Nidorino,39
356,162,Nidoking,39
357,163,Sandslash,39
358,163,Dugtrio,39
359,164,Rhyhorn,43
360,165,Persian,44
361,165,Ninetales,44
362,166,Ivysaur,42
363,166,Wartortle,42
364,166,Charmeleon,42
365,166,Charizard,42
366,167,Exeggutor,43
367,167,Cloyster,43
368,167,Arcanine,43
369,168,Parasect,43
370,168,Dewgong,43
371,168,Chansey,43
372,169,Kingler,43
373,169,Tentacruel,43
374,169,Blastoise,43
375,170,Bellsprout,43
376,170,Weepinbell,43
377,170,Victreebel,43
378,171,Ivysaur,24
379,171,Charmeleon,24
380,171,Wartortle,24
381,172,Charmeleon,27
382,173,Rapidash,36
383,174,Rapidash,39
384,175,Rapidash,43
385,176,Magneton,33
386,176,Quagsire,31
387,176,Exeggcute,31
388,177,Sandslash,35
389,178,Horsea,33
390,178,Horsea,33
391,178,Horsea,33
392,179,Electrode,35
393,179,Starmie,35
394,179,Ninetales,35
395,180,Horsea,34
396,180,Seadra,36
397,181,Butterfree,25
398,181,Bellossom,25
399,182,Dragonair,37
400,183,Poliwhirl,28
401,184,Seadra,37
402,185,Victreebel,32
403,185,Kingler,32
404,185,Flareon,32
405,186,Victreebel,35
406,186,Kingler,35
407,186,Flareon,35
408,187,Victreebel,39
409,187,Kingler,39
410,187,Flareon,39
411,188,Eevee,26
412,188,Vaporeon,22
413,188,Jolteon,22
414,188,Flareon,22
415,189,Goldeen,22
416,189,Seaking,24
417,190,Parasect,33
418,190,Golduck,35
419,191,Staryu,24
420,191,Starmie,26
421,192,Pikachu,36
422,192,Blastoise,32
423,193,Shellder,26
424,193,Cloyster,28
425,194,Marill,27
426,194,Wartortle,24
427,194,Wartortle,24
428,195,Rhyhorn,38
429,195,Charmeleon,35
430,195,Wartortle,35
431,196,Skiploom,25
432,196,Ninetales,25
433,197,Dratini,34
434,197,Dragonair,36
435,198,Bulbasaur,32
436,198,Ivysaur,32
437,198,Venusaur,32
438,199,Dragonair,37
439,200,Charmander,26
440,200,Bulbasaur,26
441,200,Squirtle,26
442,201,Dratini,34
443,201,Dratini,34
444,201,Dratini,34
445,202,Ivysaur,38
446,202,Starmie,38
447,203,Starmie,31
448,203,Starmie,31
449,203,Nidoqueen,33
450,204,Starmie,34
451,204,Starmie,34
452,204,Nidoqueen,36
453,205,Starmie,37
454,205,Starmie,37
455,205,Nidoqueen,39
456,206,Pidgeot,25
457,206,Electabuzz,27
458,207,Flareon,35
459,207,Tangela,35
460,207,Tauros,35
461,208,Manectric,43
462,208,Muk,43
463,209,Gloom,35
464,209,Azumarill,35
465,210,Zangoose,27
466,211,Wingull,18
467,211,Numel,18
468,211,Roselia,18
469,212,Wingull,26
470,212,Numel,26
471,212,Roselia,26
472,213,Pelipper,29
473,213,Numel,29
474,213,Roselia,29
475,214,Pelipper,32
476,214,Numel,32
477,214,Roselia,32
478,215,Pelipper,35
479,215,Camerupt,35
480,215,Roselia,35
481,216,Mawile,43
482,216,Sableye,43
483,217,Swellow,29
484,217,Trapinch,29
485,217,Wailmer,29
486,217,Magneton,29
487,217,Shiftry,29
488,218,Cacturne,44
489,219,Lairon,45
490,219,Manectric,45
491,220,Linoone,27
492,221,Roselia,44
493,222,Milotic,31
494,223,Zangoose,27
495,224,Sandslash,43
496,224,Ninetales,43
497,225,Mawile,46
498,225,Starmie,46
499,226,Linoone,27
500,227,Delcatty,27
501,228,Nosepass,42
502,228,Medicham,42
503,228,Ludicolo,42
504,229,Kecleon,42
505,229,Rhyhorn,42
506,229,Tentacruel,42
507,230,Linoone,27
508,231,Delcatty,27
509,232,Shiftry,34
510,232,Graveler,34
511,232,Loudred,34
512,233,Dodrio,42
513,233,Lairon,42
514,233,Kadabra,42
515,234,Claydol,44
516,235,Sableye,44
517,235,Medicham,44
518,235,Sharpedo,44
519,236,Swellow,42
520,236,Kadabra,42
521,236,Manectric,42
522,236,Shiftry,42
523,237,Graveler,34
524,237,Magcargo,34
525,237,Ludicolo,34
526,238,Mawile,31
527,238,Roselia,31
528,238,Pelipper,31
529,239,Electrike,18
530,239,Wailmer,18
531,239,Makuhita,18
532,240,Electrike,26
533,240,Wailmer,26
534,240,Makuhita,26
535,241,Manectric,29
536,241,Wailmer,29
537,241,Makuhita,29
538,242,Manectric,32
539,242,Wailmer,32
540,242,Makuhita,32
541,243,Manectric,35
542,243,Wailmer,35
543,243,Hariyama,35
544,244,Kecleon,24
545,245,Magneton,43
546,245,Muk,43
547,246,Gloom,34
548,246,Azumarill,34
549,247,Wigglytuff,26
550,248,Manectric,32
551,248,Linoone,32
552,249,Vigoroth,26
553,250,Swellow,28
554,250,Trapinch,28
555,250,Wailmer,28
556,250,Magneton,28
557,250,Shiftry,28
558,251,Wingull,17
559,251,Numel,17
560,251,Roselia,17
561,252,Wingull,26
562,252,Numel,26
563,252,Roselia,26
564,253,Pelipper,29
565,253,Numel,29
566,253,Roselia,29
567,254,Pelipper,32
568,254,Numel,32
569,254,Roselia,32
570,255,Pelipper,34
571,255,Camerupt,34
572,255,Roselia,34
573,256,Manectric,24
574,256,Swellow,24
575,256,Manectric,24
576,257,Skarmory,43
577,257,Sableye,43
578,258,Loudred,29
579,258,Vigoroth,29
580,259,Loudred,35
581,259,Vigoroth,35
582,260,Spinda,37
583,260,Loudred,37
584,260,Vigoroth,37
585,261,Spinda,39
586,261,Loudred,39
587,261,Vigoroth,39
588,262,Spinda,41
589,262,Exploud,41
590,262,Slaking,41
591,263,Pelipper,33
592,263,Camerupt,33
593,264,Claydol,43
594,264,Lanturn,43
595,265,Cacturne,43
596,265,Pelipper,43
597,266,Medicham,43
598,266,Claydol,43
599,267,Slakoth,26
600,268,Kecleon,23
601,269,Sableye,43
602,269,Absol,43
603,270,Roselia,45
604,271,Absol,27
605,272,Sableye,30
606,273,Zangoose,26
607,274,Kecleon,33
608,274,Loudred,33
609,275,Sandslash,42
610,275,Ninetales,42
611,275,Tropius,42
612,276,Gardevoir,43
613,276,Slaking,43
614,277,Lairon,45
615,277,Manectric,45
616,278,Manectric,30
617,279,Mawile,46
618,279,Starmie,46
619,280,Manectric,29
620,280,Shiftry,29
621,281,Manectric,34
622,282,Delcatty,26
623,283,Torkoal,42
624,283,Medicham,42
625,283,Ludicolo,42
626,284,Lunatone,43
627,284,Solrock,43
628,285,Kecleon,42
629,285,Graveler,42
630,285,Wailord,42
631,286,Spinda,26
632,287,Slaking,43
633,287,Dusclops,43
634,288,Swellow,26
635,289,Shiftry,34
636,289,Nosepass,34
637,290,Swellow,42
638,290,Mawile,42
639,290,Kadabra,42
640,291,Claydol,45
641,292,Sableye,44
642,292,Medicham,44
643,292,Sharpedo,44
644,293,Dodrio,42
645,293,Kadabra,42
646,293,Electrode,42
647,293,Shiftry,42
648,294,Graveler,33
649,294,Ludicolo,33
650,295,Mawile,29
651,295,Roselia,29
652,295,Pelipper,29
653,296,Electrike,17
654,296,Wailmer,17
655,296,Makuhita,17
656,297,Electrike,26
657,297,Wailmer,26
658,297,Makuhita,26
659,298,Manectric,29
660,298,Wailmer,29
661,298,Makuhita,29
662,299,Manectric,32
663,299,Wailmer,32
664,299,Makuhita,32
665,300,Manectric,35
666,300,Wailmer,35
667,300,Hariyama,35
668,301,Smeargle,60
669,302,Smeargle,30
670,303,Wailord,57
671,303,Vileplume,57
672,304,Armaldo,47
673,304,Cradily,47
674,305,Armaldo,56
675,305,Cradily,56
676,306,Carvanha,21
677,306,Numel,21
678,307,Sandslash,46
679,307,Ninetales,46
680,308,Weepinbell,24
681,308,Gloom,24
682,308,Ivysaur,24
683,309,Nidorino,39
684,309,Nidoking,39
685,310,Sandslash,39
686,310,Dugtrio,39
687,311,Rhyhorn,43
688,312,Persian,44
689,312,Ninetales,44
690,313,Ivysaur,42
691,313,Wartortle,42
692,313,Charmeleon,42
693,313,Charizard,42
694,314,Exeggutor,43
695,314,Cloyster,43
696,314,Arcanine,43
697,315,Parasect,43
698,315,Dewgong,43
699,315,Chansey,43
700,316,Kingler,43
701,316,Tentacruel,43
702,316,Blastoise,43
703,317,Bellsprout,43
704,317,Weepinbell,43
705,317,Victreebel,43
706,318,Ivysaur,24
707,318,Charmeleon,24
708,318,Wartortle,24
709,319,Charmeleon,27
710,320,Rapidash,36
711,321,Rapidash,39
712,322,Rapidash,43
713,323,Magneton,33
714,323,Quagsire,31
715,323,Exeggcute,31
716,324,Sandslash,35
717,325,Horsea,33
718,325,Horsea,33
719,325,Horsea,33
720,326,Electrode,35
721,326,Starmie,35
722,326,Ninetales,35
723,327,Horsea,34
724,327,Seadra,36
725,328,Butterfree,25
726,328,Bellossom,25
727,329,Dragonair,37
728,330,Poliwhirl,28
729,331,Seadra,37
730,332,Victreebel,32
731,332,Kingler,32
732,332,Flareon,32
733,333,Victreebel,35
734,333,Kingler,35
735,333,Flareon,35
736,334,Victreebel,39
737,334,Kingler,39
738,334,Flareon,39
739,335,Eevee,26
740,335,Vaporeon,22
741,335,Jolteon,22
742,335,Flareon,22
743,336,Goldeen,22
744,336,Seaking,24
745,337,Parasect,33
746,337,Golduck,35
747,338,Staryu,24
748,338,Starmie,26
749,339,Pikachu,36
750,339,Blastoise,32
751,340,Shellder,26
752,340,Cloyster,28
753,341,Marill,27
754,341,Wartortle,24
755,341,Wartortle,24
756,342,Rhyhorn,38
757,342,Charmeleon,35
758,342,Wartortle,35
759,343,Skiploom,25
760,343,Ninetales,25
761,344,Dratini,34
762,344,Dragonair,36
763,345,Bulbasaur,32
764,345,Ivysaur,32
765,345,Venusaur,32
766,346,Dragonair,37
767,347,Charmander,26
768,347,Bulbasaur,26
769,347,Squirtle,26
770,348,Dratini,34
771,348,Dratini,34
772,348,Dratini,34
773,349,Ivysaur,38
774,349,Starmie,38
775,350,Starmie,31
776,350,Starmie,31
777,350,Nidoqueen,33
778,351,Starmie,34
779,351,Starmie,34
780,351,Nidoqueen,36
781,352,Starmie,37
782,352,Starmie,37
783,352,Nidoqueen,39
784,353,Pidgeot,25
785,353,Electabuzz,27
786,354,Flareon,35
787,354,Tangela,35
788,354,Tauros,35
789,355,Manectric,43
790,355,Muk,43
791,356,Gloom,35
792,356,Azumarill,35
793,357,Zangoose,27
794,358,Wingull,18
795,358,Numel,18
796,358,Roselia,18
797,359,Wingull,26
798,359,Numel,26
799,359,Roselia,26
800,360,Pelipper,29
801,360,Numel,29
802,360,Roselia,29
803,361,Pelipper,32
804,361,Numel,32
805,361,Roselia,32
806,362,Pelipper,35
807,362,Camerupt,35
808,362,Roselia,35
809,363,Mawile,43
810,363,Sableye,43
811,364,Swellow,29
812,364,Trapinch,29
813,364,Wailmer,29
814,364,Magneton,29
815,364,Shiftry,29
816,365,Cacturne,44
817,366,Lairon,45
818,366,Manectric,45
819,367,Linoone,27
820,368,Roselia,44
821,369,Milotic,31
822,370,Zangoose,27
823,371,Sandslash,43
824,371,Ninetales,43
825,372,Mawile,46
826,372,Starmie,46
827,373,Linoone,27
828,374,Delcatty,27
829,375,Nosepass,42
830,375,Medicham,42
831,375,Ludicolo,42
832,376,Kecleon,42
833,376,Rhyhorn,42
834,376,Tentacruel,42
835,377,Linoone,27
836,378,Delcatty,27
837,379,Shiftry,34
838,379,Graveler,34
839,379,Loudred,34
840,380,Dodrio,42
841,380,Lairon,42
842,380,Kadabra,42
843,381,Claydol,44
844,382,Sableye,44
845,382,Medicham,44
846,382,Sharpedo,44
847,383,Swellow,42
848,383,Kadabra,42
849,383,Manectric,42
850,383,Shiftry,42
851,384,Graveler,34
852,384,Magcargo,34
853,384,Ludicolo,34
854,385,Mawile,31
855,385,Roselia,31
856,385,Pelipper,31
857,386,Electrike,18
858,386,Wailmer,18
859,386,Makuhita,18
860,387,Electrike,26
861,387,Wailmer,26
862,387,Makuhita,26
863,388,Manectric,29
864,388,Wailmer,29
865,388,Makuhita,29
866,389,Manectric,32
867,389,Wailmer,32
868,389,Makuhita,32
869,390,Manectric,35
870,390,Wailmer,35
871,390,Hariyama,35
872,391,Kecleon,24
873,392,Magneton,43
874,392,Muk,43
875,393,Gloom,34
876,393,Azumarill,34
877,394,Wigglytuff,26
878,395,Manectric,32
879,395,Linoone,32
880,396,Vigoroth,26
881,397,Swellow,28
882,397,Trapinch,28
883,397,Wailmer,28
884,397,Magneton,28
885,397,Shiftry,28
886,398,Wingull,17
887,398,Numel,17
888,398,Roselia,17
889,399,Wingull,26
890,399,Numel,26
891,399,Roselia,26
892,400,Pelipper,29
893,400,Numel,29
894,400,Roselia,29
895,401,Pelipper,32
896,401,Numel,32
897,401,Roselia,32
898,402,Pelipper,34
899,402,Camerupt,34
900,402,Roselia,34
901,403,Manectric,24
902,403,Swellow,24
903,403,Manectric,24
904,404,Skarmory,43
905,404,Sableye,43
906,405,Loudred,29
907,405,Vigoroth,29
908,406,Loudred,35
909,406,Vigoroth,35
910,407,Spinda,37
911,407,Loudred,37
912,407,Vigoroth,37
913,408,Spinda,39
914,408,Loudred,39
915,408,Vigoroth,39
916,409,Spinda,41
917,409,Exploud,41
918,409,Slaking,41
919,410,Pelipper,33
920,410,Camerupt,33
921,411,Claydol,43
922,411,Lanturn,43
923,412,Cacturne,43
924,412,Pelipper,43
925,413,Medicham,43
926,413,Claydol,43
927,414,Slakoth,26
928,415,Kecleon,23
929,416,Sableye,43
930,416,Absol,43
931,417,Roselia,45
932,418,Absol,27
933,419,Sableye,30
934,420,Zangoose,26
935,421,Kecleon,33
936,421,Loudred,33
937,422,Sandslash,42
938,422,Ninetales,42
939,422,Tropius,42
940,423,Gardevoir,43
941,423,Slaking,43
942,424,Lairon,45
943,424,Manectric,45
944,425,Manectric,30
945,426,Mawile,46
946,426,Starmie,46
947,427,Manectric,29
948,427,Shiftry,29
949,428,Manectric,34
950,429,Delcatty,26
951,430,Torkoal,42
952,430,Medicham,42
953,430,Ludicolo,42
954,431,Lunatone,43
955,431,Solrock,43
956,432,Kecleon,42
957,432,Graveler,42
958,432,Wailord,42
959,433,Spinda,26
960,434,Slaking,43
961,434,Dusclops,43
962,435,Swellow,26
963,436,Shiftry,34
964,436,Nosepass,34
965,437,Swellow,42
966,437,Mawile,42
967,437,Kadabra,42
968,438,Claydol,45
969,439,Sableye,44
970,439,Medicham,44
971,439,Sharpedo,44
972,440,Dodrio,42
973,440,Kadabra,42
974,440,Electrode,42
975,440,Shiftry,42
976,441,Graveler,33
977,441,Ludicolo,33
978,442,Mawile,29
979,442,Roselia,29
980,442,Pelipper,29
981,443,Electrike,17
982,443,Wailmer,17
983,443,Makuhita,17
984,444,Electrike,26
985,444,Wailmer,26
986,444,Makuhita,26
987,445,Manectric,29
988,445,Wailmer,29
989,445,Makuhita,29
990,446,Manectric,32
991,446,Wailmer,32
992,446,Makuhita,32
993,447,Manectric,35
994,447,Wailmer,35
995,447,Hariyama,35
996,448,Smeargle,60
997,449,Smeargle,30
998,450,Wailord,57
999,450,Vileplume,57
1000,451,Armaldo,47
1001,451,Cradily,47
1002,452,Armaldo,56
1003,452,Cradily,56
1004,453,Carvanha,21
1005,453,Numel,21
1006,454,Sandslash,46
1007,454,Ninetales,46
1008,455,Weepinbell,24
1009,455,Gloom,24
1010,455,Ivysaur,24
1011,456,Nidorino,39
1012,456,Nidoking,39
1013,457,Sandslash,39
1014,457,Dugtrio,39
1015,458,Rhyhorn,43
1016,459,Persian,44
1017,459,Ninetales,44
1018,460,Ivysaur,42
1019,460,Wartortle,42
1020,460,Charmeleon,42
1021,460,Charizard,42
1022,461,Exeggutor,43
1023,461,Cloyster,43
1024,461,Arcanine,43
1025,462,Parasect,43
1026,462,Dewgong,43
1027,462,Chansey,43
1028,463,Kingler,43
1029,463,Tentacruel,43
1030,463,Blastoise,43
1031,464,Bellsprout,43
1032,464,Weepinbell,43
1033,464,Victreebel,43
1034,465,Ivysaur,24
1035,465,Charmeleon,24
1036,465,Wartortle,24
1037,466,Charmeleon,27
1038,467,Rapidash,36
1039,468,Rapidash,39
1040,469,Rapidash,43
1041,470,Magneton,33
1042,470,Quagsire,31
1043,470,Exeggcute,31
1044,471,Sandslash,35
1045,472,Horsea,33
1046,472,Horsea,33
1047,472,Horsea,33
1048,473,Electrode,35
1049,473,Starmie,35
1050,473,Ninetales,35
1051,474,Horsea,34
1052,474,Seadra,36
1053,475,Butterfree,25
1054,475,Bellossom,25
1055,476,Dragonair,37
1056,477,Poliwhirl,28
1057,478,Seadra,37
1058,479,Victreebel,32
1059,479,Kingler,32
1060,479,Flareon,32
1061,480,Victreebel,35
1062,480,Kingler,35
1063,480,Flareon,35
1064,481,Victreebel,39
1065,481,Kingler,39
1066,481,Flareon,39
1067,482,Eevee,26
1068,482,Vaporeon,22
1069,482,Jolteon,22
1070,482,Flareon,22
1071,483,Goldeen,22
1072,483,Seaking,24
1073,484,Parasect,33
1074,484,Golduck,35
1075,485,Staryu,24
1076,485,Starmie,26
1077,486,Pikachu,36
1078,486,Blastoise,32
1079,487,Shellder,26
1080,487,Cloyster,28
1081,488,Marill,27
1082,488,Wartortle,24
1083,488,Wartortle,24
1084,489,Rhyhorn,38
1085,489,Charmeleon,35
1086,489,Wartortle,35
1087,490,Skiploom,25
1088,490,Ninetales,25
1089,491,Dratini,34
1090,491,Dragonair,36
1091,492,Bulbasaur,32
1092,492,Ivysaur,32
1093,492,Venusaur,32
1094,493,Dragonair,37
1095,494,Charmander,26
1096,494,Bulbasaur,26
1097,494,Squirtle,26
1098,495,Dratini,34
1099,495,Dratini,34
1100,495,Dratini,34
1101,496,Ivysaur,38
1102,496,Starmie,38
1103,497,Starmie,31
1104,497,Starmie,31
1105,497,Nidoqueen,33
1106,498,Starmie,34
1107,498,Starmie,34
1108,498,Nidoqueen,36
1109,499,Starmie,37
1110,499,Starmie,37
1111,499,Nidoqueen,39
1112,500,Pidgeot,25
1113,500,Electabuzz,27
1114,501,Flareon,35
1115,501,Tangela,35
1116,501,Tauros,35
1117,502,Manectric,43
1118,502,Muk,43
1119,503,Gloom,35
1120,503,Azumarill,35
1121,504,Zangoose,27
1122,505,Wingull,18
1123,505,Numel,18
1124,505,Roselia,18
1125,506,Wingull,26
1126,506,Numel,26
1127,506,Roselia,26
1128,507,Pelipper,29
1129,507,Numel,29
1130,507,Roselia,29
1131,508,Pelipper,32
1132,508,Numel,32
1133,508,Roselia,32
1134,509,Pelipper,35
1135,509,Camerupt,35
1136,509,Roselia,35
1137,510,Mawile,43
1138,510,Sableye,43
1139,511,Swellow,29
1140,511,Trapinch,29
1141,511,Wailmer,29
1142,511,Magneton,29
1143,511,Shiftry,29
1144,512,Cacturne,44
1145,513,Lairon,45
1146,513,Manectric,45
1147,514,Linoone,27
1148,515,Roselia,44
1149,516,Milotic,31
1150,517,Zangoose,27
1151,518,Sandslash,43
1152,518,Ninetales,43
1153,519,Mawile,46
1154,519,Starmie,46
1155,520,Linoone,27
1156,521,Delcatty,27
1157,522,Nosepass,42
1158,522,Medicham,42
1159,522,Ludicolo,42
1160,523,Kecleon,42
1161,523,Rhyhorn,42
1162,523,Tentacruel,42
1163,524,Linoone,27
1164,525,Delcatty,27
1165,526,Shiftry,34
1166,526,Graveler,34
1167,526,Loudred,34
1168,527,Dodrio,42
1169,527,Lairon,42
1170,527,Kadabra,42
1171,528,Claydol,44
1172,529,Sableye,44
1173,529,Medicham,44
1174,529,Sharpedo,44
1175,530,Swellow,42
1176,530,Kadabra,42
1177,530,Manectric,42
1178,530,Shiftry,42
1179,531,Graveler,34
1180,531,Magcargo,34
1181,531,Ludicolo,34
1182,532,Mawile,31
1183,532,Roselia,31
1184,532,Pelipper,31
