tjunction_id,pokedex_number,trainerID,pokelevel
696,28,7352,39
697,28,7357,37
698,28,7379,50
699,28,7380,50
700,28,7779,63
701,28,8482,26
702,28,8867,39
703,28,9247,46
704,28,9270,40
705,28,9331,50
706,28,9414,50
707,28,9481,50
708,28,9728,41
709,28,9729,46
710,28,9730,48
711,28,9731,52
712,28,10004,49
713,28,10005,58
714,28,10225,50
715,28,10802,33
716,28,10804,34
717,28,10807,33
718,28,10808,48
719,28,10809,52
720,28,10811,34
721,28,10816,53
722,28,10817,51
723,28,10821,50
724,28,10822,50
725,28,10835,52
726,28,11042,27
727,28,11292,50
728,28,11389,64
729,28,11401,63
730,28,11570,50
731,28,11643,33
732,28,11695,48
733,28,11758,42
734,28,11793,42
735,38,6,46
736,38,11,44
737,38,25,35
738,38,42,25
739,38,70,43
740,38,121,42
741,38,153,46
742,38,160,46
743,38,165,44
744,38,179,35
745,38,196,25
746,38,224,43
747,38,275,42
748,38,307,46
749,38,312,44
750,38,326,35
751,38,343,25
752,38,371,43
753,38,422,42
754,38,454,46
755,38,459,44
756,38,473,35
757,38,490,25
758,38,518,43
759,38,569,42
760,38,601,46
761,38,606,44
762,38,620,35
763,38,637,25
764,38,665,43
765,38,716,42
766,38,748,46
767,38,753,44
768,38,767,35
769,38,784,25
770,38,812,43
771,38,863,42
772,38,900,48
773,38,901,54
774,38,902,42
775,38,988,54
776,38,1032,54
777,38,1049,43
778,38,1072,25
779,38,1216,35
780,38,1265,100
781,38,1268,100
782,38,1283,50
783,38,1313,50
784,38,1318,50
785,38,1456,50
786,38,1458,50
787,38,1554,60
788,38,1568,50
789,38,1733,50
790,38,2773,38
791,38,2775,36
792,38,2785,36
793,38,2787,38
794,38,2791,16
795,38,2792,18
796,38,2793,50
797,38,2794,50
798,38,2796,55
799,38,3007,52
800,38,3008,51
801,38,3009,52
802,38,3016,56
803,38,3039,40
804,38,3162,48
805,38,3233,37
806,38,3248,37
807,38,3276,30
808,38,3574,46
809,38,3579,44
810,38,3593,35
811,38,3610,25
812,38,3638,43
813,38,3689,42
814,38,3726,48
815,38,3727,54
816,38,3728,42
817,38,3814,54
818,38,3858,54
819,38,3875,43
820,38,3898,25
821,38,4042,35
822,38,4091,100
823,38,4094,100
824,38,4109,50
825,38,4139,50
826,38,4144,50
827,38,4282,50
828,38,4284,50
829,38,4380,60
830,38,4394,50
831,38,4559,50
832,38,5599,38
833,38,5601,36
834,38,5611,36
835,38,5613,38
836,38,5617,16
837,38,5618,18
838,38,5619,50
839,38,5620,50
840,38,5622,55
841,38,5833,52
842,38,5834,51
843,38,5835,52
844,38,5842,56
845,38,5865,40
846,38,5988,48
847,38,6059,37
848,38,6074,37
849,38,6102,30
850,38,6531,51
851,38,6532,55
852,38,6859,65
853,38,6977,50
854,38,7305,58
855,38,7612,50
856,38,9479,100
857,38,9839,50
858,38,9898,100
859,38,9911,59
860,38,10016,50
861,38,10017,59
862,38,10230,50
863,38,10301,36
864,38,10315,36
865,38,10341,50
866,38,10814,52
867,38,10856,100
868,38,11392,64
869,38,11607,29
870,70,7,24
871,70,16,43
872,70,161,24
873,70,170,43
874,70,308,24
875,70,317,43
876,70,455,24
877,70,464,43
878,70,602,24
879,70,611,43
880,70,749,24
881,70,758,43
882,70,893,42
883,70,899,22
884,70,1262,100
885,70,1486,37
886,70,2074,50
887,70,2739,50
888,70,2821,16
889,70,2948,50
890,70,3191,50
891,70,3342,50
892,70,3350,50
893,70,3575,24
894,70,3584,43
895,70,3719,42
896,70,3725,22
897,70,4088,100
898,70,4312,37
899,70,4900,50
900,70,5565,50
901,70,5647,16
902,70,5774,50
903,70,6017,50
904,70,6168,50
905,70,6176,50
906,70,6411,25
907,70,7648,23
908,70,7701,23
909,70,7829,50
910,70,8000,50
911,70,8340,15
912,70,8341,19
913,70,8342,24
914,70,8343,30
915,70,8464,35
916,70,8465,39
917,70,8494,50
918,70,8760,51
919,70,8830,62
920,70,9382,51
921,70,9657,31
922,70,9722,40
923,70,9891,100
924,70,10821,50
925,70,11078,50
926,70,11096,50
927,70,11707,47
928,70,11707,47
929,70,11858,50
930,70,11859,50
931,44,7,24
932,44,55,35
933,44,92,34
934,44,161,24
935,44,209,35
936,44,246,34
937,44,308,24
938,44,356,35
939,44,393,34
940,44,455,24
941,44,503,35
942,44,540,34
943,44,602,24
944,44,650,35
945,44,687,34
946,44,749,24
947,44,797,35
948,44,834,34
949,44,899,22
950,44,1262,100
951,44,1263,100
952,44,1451,50
953,44,1471,28
954,44,1472,31
955,44,1473,34
956,44,1474,25
957,44,1479,28
958,44,1480,31
959,44,1481,34
960,44,1483,26
961,44,1509,25
962,44,1510,32
963,44,2504,55
964,44,2509,52
965,44,2544,42
966,44,3028,38
967,44,3029,53
968,44,3030,53
969,44,3133,41
970,44,3144,39
971,44,3441,58
972,44,3575,24
973,44,3623,35
974,44,3660,34
975,44,3725,22
976,44,4088,100
977,44,4089,100
978,44,4277,50
979,44,4297,28
980,44,4298,31
981,44,4299,34
982,44,4300,25
983,44,4305,28
984,44,4306,31
985,44,4307,34
986,44,4309,26
987,44,4335,25
988,44,4336,32
989,44,5330,55
990,44,5335,52
991,44,5370,42
992,44,5854,38
993,44,5855,53
994,44,5856,53
995,44,5959,41
996,44,5970,39
997,44,6267,58
998,44,6429,23
999,44,6439,25
1000,44,6838,50
1001,44,7352,39
1002,44,7364,50
1003,44,7649,23
1004,44,7651,30
1005,44,7651,30
1006,44,7662,28
1007,44,7702,23
1008,44,7746,41
1009,44,7757,32
1010,44,7759,38
1011,44,7973,30
1012,44,8061,29
1013,44,8303,28
1014,44,8320,28
1015,44,8353,25
1016,44,8354,28
1017,44,8355,31
1018,44,8372,25
1019,44,8373,28
1020,44,8374,31
1021,44,8408,28
1022,44,8452,32
1023,44,8477,22
1024,44,8478,26
1025,44,8479,31
1026,44,8480,38
1027,44,8723,27
1028,44,8724,30
1029,44,8725,33
1030,44,8726,36
1031,44,8736,26
1032,44,8737,30
1033,44,8738,33
1034,44,8739,36
1035,44,8750,38
1036,44,8750,38
1037,44,8758,51
1038,44,8838,62
1039,44,8877,29
1040,44,9273,52
1041,44,9276,52
1042,44,9319,50
1043,44,9335,23
1044,44,9381,51
1045,44,9382,51
1046,44,9411,38
1047,44,9653,28
1048,44,9654,30
1049,44,9718,29
1050,44,9917,50
1051,44,10037,50
1052,44,11047,28
1053,44,11047,28
1054,44,11075,50
1055,44,11847,50
1056,44,11848,50
1057,44,11858,50
1058,2,7,24
1059,2,12,42
1060,2,17,24
1061,2,44,32
1062,2,48,38
1063,2,161,24
1064,2,166,42
1065,2,171,24
1066,2,198,32
1067,2,202,38
1068,2,308,24
1069,2,313,42
1070,2,318,24
1071,2,345,32
1072,2,349,38
1073,2,455,24
1074,2,460,42
1075,2,465,24
1076,2,492,32
1077,2,496,38
1078,2,602,24
1079,2,607,42
1080,2,612,24
1081,2,639,32
1082,2,643,38
1083,2,749,24
1084,2,754,42
1085,2,759,24
1086,2,786,32
1087,2,790,38
1088,2,899,22
1089,2,903,42
1090,2,1044,24
1091,2,1074,32
1092,2,1079,47
1093,2,1262,100
1094,2,1263,100
1095,2,1287,50
1096,2,1488,36
1097,2,1488,36
1098,2,1855,29
1099,2,1906,29
1100,2,2731,16
1101,2,3575,24
1102,2,3580,42
1103,2,3585,24
1104,2,3612,32
1105,2,3616,38
1106,2,3725,22
1107,2,3729,42
1108,2,3870,24
1109,2,3900,32
1110,2,3905,47
1111,2,4088,100
1112,2,4089,100
1113,2,4113,50
1114,2,4314,36
1115,2,4314,36
1116,2,4681,29
1117,2,4732,29
1118,2,5557,16
1119,2,7663,32
1120,2,7760,43
1121,2,8296,24
1122,2,8313,24
1123,2,8332,17
1124,2,8333,29
1125,2,8334,32
1126,2,8421,24
1127,2,8458,32
1128,2,8459,44
1129,2,9381,52
1130,2,9382,51
1131,2,10821,50
1132,2,11843,15
1133,2,11848,50
1134,2,11852,50
1135,2,11853,51
1136,33,8,39
1137,33,162,39
1138,33,309,39
1139,33,456,39
1140,33,603,39
1141,33,750,39
1142,33,904,39
1143,33,1274,50
1144,33,2066,51
1145,33,2461,100
1146,33,2468,50
1147,33,2816,29
1148,33,2824,29
1149,33,2868,36
1150,33,2882,29
1151,33,3576,39
1152,33,3730,39
1153,33,4100,50
1154,33,4892,51
1155,33,5287,100
1156,33,5294,50
1157,33,5642,29
1158,33,5650,29
1159,33,5694,36
1160,33,5708,29
1161,33,7705,47
1162,33,7830,50
1163,33,8282,100
1164,33,8341,19
1165,33,8342,24
1166,33,8406,29
1167,33,8407,49
1168,33,8465,38
1169,33,8667,16
1170,33,8697,24
1171,33,8698,34
1172,33,8699,43
1173,33,8707,17
1174,33,10783,16
1175,33,11082,26
1176,33,11605,30
1177,33,11636,18
1178,33,11699,18
1179,34,8,39
1180,34,162,39
1181,34,309,39
1182,34,456,39
1183,34,603,39
1184,34,750,39
1185,34,904,39
1186,34,1275,50
1187,34,2071,53
1188,34,2075,52
1189,34,2435,65
1190,34,2463,100
1191,34,2464,100
1192,34,2466,50
1193,34,2467,50
1194,34,2470,100
1195,34,2792,17
1196,34,2825,36
1197,34,2830,34
1198,34,2880,50
1199,34,2911,48
1200,34,2918,46
1201,34,2965,50
1202,34,3079,50
1203,34,3400,50
1204,34,3405,45
1205,34,3576,39
1206,34,3730,39
1207,34,4101,50
1208,34,4897,53
1209,34,4901,52
1210,34,5261,65
1211,34,5289,100
1212,34,5290,100
1213,34,5292,50
1214,34,5293,50
1215,34,5296,100
1216,34,5618,17
1217,34,5651,36
1218,34,5656,34
1219,34,5706,50
1220,34,5737,48
1221,34,5744,46
1222,34,5791,50
1223,34,5905,50
1224,34,6226,50
1225,34,6231,45
1226,34,6405,50
1227,34,6951,50
1228,34,8284,100
1229,34,8343,32
1230,34,8466,58
1231,34,8508,29
1232,34,8509,29
1233,34,8563,29
1234,34,8665,17
1235,34,8666,19
1236,34,8700,58
1237,34,8703,17
1238,34,8706,20
1239,34,8718,51
1240,34,9187,51
1241,34,9892,100
1242,34,11541,60
1243,34,11606,55
1244,51,9,39
1245,51,163,39
1246,51,310,39
1247,51,457,39
1248,51,604,39
1249,51,751,39
1250,51,1032,55
1251,51,1269,100
1252,51,1342,40
1253,51,1374,37
1254,51,1960,55
1255,51,1963,51
1256,51,2468,50
1257,51,2792,18
1258,51,2797,52
1259,51,2833,32
1260,51,2921,43
1261,51,2946,50
1262,51,2965,50
1263,51,3082,50
1264,51,3246,50
1265,51,3344,50
1266,51,3501,64
1267,51,3503,61
1268,51,3511,47
1269,51,3577,39
1270,51,3858,55
1271,51,4095,100
1272,51,4168,40
1273,51,4200,37
1274,51,4786,55
1275,51,4789,51
1276,51,5294,50
1277,51,5618,18
1278,51,5623,52
1279,51,5659,32
1280,51,5747,43
1281,51,5772,50
1282,51,5791,50
1283,51,5908,50
1284,51,6072,50
1285,51,6170,50
1286,51,6327,64
1287,51,6329,61
1288,51,6337,47
1289,51,6870,31
1290,51,7101,16
1291,51,7110,35
1292,51,7113,34
1293,51,7115,27
1294,51,7208,17
1295,51,7210,45
1296,51,7231,27
1297,51,7293,56
1298,51,7822,50
1299,51,7824,50
1300,51,8286,100
1301,51,8287,100
1302,51,8489,50
1303,51,9957,55
1304,51,10340,50
1305,51,10820,51
1306,51,11535,61
1307,51,11570,50
1308,51,11755,33
1309,51,11756,40
1310,51,11757,58
1311,51,11851,50
1312,111,10,43
1313,111,41,38
1314,111,75,42
1315,111,164,43
1316,111,195,38
1317,111,229,42
1318,111,311,43
1319,111,342,38
1320,111,376,42
1321,111,458,43
1322,111,489,38
1323,111,523,42
1324,111,605,43
1325,111,636,38
1326,111,670,42
1327,111,752,43
1328,111,783,38
1329,111,817,42
1330,111,904,38
1331,111,905,38
1332,111,1070,48
1333,111,1235,36
1334,111,1264,100
1335,111,1289,40
1336,111,1293,39
1337,111,1438,35
1338,111,1446,50
1339,111,1956,50
1340,111,1957,52
1341,111,1964,50
1342,111,2468,50
1343,111,2507,52
1344,111,2954,40
1345,111,2959,63
1346,111,3053,29
1347,111,3157,40
1348,111,3158,57
1349,111,3159,57
1350,111,3223,29
1351,111,3257,18
1352,111,3271,20
1353,111,3397,50
1354,111,3578,43
1355,111,3609,38
1356,111,3643,42
1357,111,3730,38
1358,111,3731,38
1359,111,3896,48
1360,111,4061,36
1361,111,4090,100
1362,111,4115,40
1363,111,4119,39
1364,111,4264,35
1365,111,4272,50
1366,111,4782,50
1367,111,4783,52
1368,111,4790,50
1369,111,5294,50
1370,111,5333,52
1371,111,5780,40
1372,111,5785,63
1373,111,5879,29
1374,111,5983,40
1375,111,5984,57
1376,111,5985,57
1377,111,6049,29
1378,111,6083,18
1379,111,6097,20
1380,111,6223,50
1381,111,6847,43
1382,111,7061,50
1383,111,7195,35
1384,111,7268,21
1385,111,7294,20
1386,111,7296,51
1387,111,7302,50
1388,111,7370,50
1389,111,7392,20
1390,111,7603,27
1391,111,7625,50
1392,111,7973,30
1393,111,8279,31
1394,111,8668,27
1395,111,8672,29
1396,111,8673,32
1397,111,8675,31
1398,111,8678,29
1399,111,8679,32
1400,111,8685,49
1401,111,8690,29
1402,111,8691,33
1403,111,8708,30
1404,111,8711,32
1405,111,8712,39
1406,111,9258,50
1407,111,9480,50
1408,111,9913,50
1409,111,9921,50
1410,111,9999,43
1411,111,10000,51
1412,111,10797,50
1413,111,10803,43
1414,111,10810,43
1415,111,11034,52
1416,111,11040,26
1417,111,11077,50
1418,111,11098,50
1419,111,11561,50
1420,111,11850,5
1421,111,11854,54
1422,53,11,44
1423,53,165,44
1424,53,312,44
1425,53,459,44
1426,53,606,44
1427,53,753,44
1428,53,891,42
1429,53,900,47
1430,53,901,53
1431,53,902,42
1432,53,954,56
1433,53,1020,56
1434,53,1265,100
1435,53,1285,100
1436,53,1750,50
1437,53,1758,50
1438,53,1908,49
1439,53,1968,51
1440,53,2795,50
1441,53,2798,51
1442,53,3579,44
1443,53,3717,42
1444,53,3726,47
1445,53,3727,53
1446,53,3728,42
1447,53,3780,56
1448,53,3846,56
1449,53,4091,100
1450,53,4111,100
1451,53,4576,50
1452,53,4584,50
1453,53,4734,49
1454,53,4794,51
1455,53,5621,50
1456,53,5624,51
1457,53,6444,50
1458,53,6881,33
1459,53,6922,41
1460,53,6948,50
1461,53,6956,50
1462,53,7568,49
1463,53,7568,49
1464,53,7591,51
1465,53,7705,47
1466,53,7950,50
1467,53,7981,50
1468,53,8152,65
1469,53,8168,62
1470,53,8382,30
1471,53,8383,55
1472,53,8419,47
1473,53,8419,47
1474,53,8420,52
1475,53,8420,52
1476,53,8623,51
1477,53,9172,44
1478,53,9898,100
1479,53,9963,27
1480,53,10164,50
1481,53,10805,44
1482,53,10812,44
1483,53,10817,51
1484,53,10818,51
1485,53,10820,51
1486,53,10822,50
1487,8,12,42
1488,8,17,24
1489,8,40,24
1490,8,40,24
1491,8,41,35
1492,8,166,42
1493,8,171,24
1494,8,194,24
1495,8,194,24
1496,8,195,35
1497,8,313,42
1498,8,318,24
1499,8,341,24
1500,8,341,24
1501,8,342,35
1502,8,460,42
1503,8,465,24
1504,8,488,24
1505,8,488,24
1506,8,489,35
1507,8,607,42
1508,8,612,24
1509,8,635,24
1510,8,635,24
1511,8,636,35
1512,8,754,42
1513,8,759,24
1514,8,782,24
1515,8,782,24
1516,8,783,35
1517,8,903,42
1518,8,1044,24
1519,8,1069,24
1520,8,1069,24
1521,8,1070,46
1522,8,1262,100
1523,8,1287,50
1524,8,1958,51
1525,8,2886,30
1526,8,2887,55
1527,8,3580,42
1528,8,3585,24
